id,status,score,same_subject_score,topic,answer,matched_subject,matched_chapter,matched_section,matched_concept,same_subject_concept,cross_subject_match,missing_terms,question
PRE-01-178,IN_SCOPE,0.330,0.330,소프트웨어 개발 / 요구사항,"변경 관리 위원회 (Change Control Board, CCB)",소프트웨어 개발,품질 & 요구사항,요구사항 관리,요구사항 관리 원칙,요구사항 관리 원칙,,"board, change, control, creep, scope, 검토하여, 결정하는, 결정한다, 공식적으로, 무분별한, 방지하는, 분석하고, 심의하고, 위원회는","요구사항 관리 원칙 중, 요구사항 변경이 발생할 때 이를 공식적으로 심의하고 승인·거부를 결정하는 조직 또는 기구는 무엇인가?"
PRE-01-179,IN_SCOPE,0.475,0.475,소프트웨어 개발 / 자료구조,"선형 검색 (Linear Search, 순차 검색)",소프트웨어 개발,재사용 & 자료구조,자료구조(Data Structure),검색 알고리즘,검색 알고리즘,,"linear, search, 가능하며, 관계없이, 데이터부터, 데이터에서, 리스트의, 방법이다, 비교하는, 알고리즘의","검색 알고리즘의 두 가지 분류 중, 데이터가 정렬되어 있지 않아도 사용 가능하며 첫 번째 데이터부터 순서대로 비교하는 검색 방법은 무엇인가?"
PRE-01-180,IN_SCOPE,0.390,0.390,소프트웨어 개발 / 오픈소스,오픈소스 (Open Source),소프트웨어 개발,소프트웨어 유지보수,소프트웨어 유지보수 활동,소프트웨어 조직 유형,소프트웨어 조직 유형,,"apache, linux, python, source, 공개하고, 공개하여, 대비된다, 무엇이라, 방식으로, 방식이다, 인프라의, 자유로운, 재배포할, 커뮤니티의, 프로젝트가, 허용하는","소프트웨어 개발 조직 유형 중, 소스 코드를 공개하여 누구나 열람·수정·재배포할 수 있는 방식으로 운영하는 소프트웨어 조직 유형을 무엇이라 하는가?"
PRE-02-001,IN_SCOPE,0.255,0.255,데이터베이스 / 기초 개념,DIKW 모델,데이터 이해와 활용,데이터 & 데이터베이스 기초,데이터의 이해,"데이터, 정보, 지식에 대한 개념과 특징","데이터, 정보, 지식에 대한 개념과 특징",,"data, dikw, information, knowledge, topcit, wisdom, 개념이다, 기초적인, 높아지는, 무엇이라, 발전시키는, 연결하면, 정리하면, 표현한다",데이터(Data) → 정보(Information) → 지식(Knowledge) 순으로 가공 수준이 높아지는 계층 모델을 무엇이라 하는가?
PRE-02-002,IN_SCOPE,0.261,0.261,데이터베이스 / 기초 개념,일괄처리 (배치처리),데이터 이해와 활용,데이터 & 데이터베이스 기초,데이터의 이해,데이터 처리 유형의 개념과 특징,데이터 처리 유형의 개념과 특징,,"batch, online, processing, 계산이나, 계산처럼, 두었다가, 방식으로, 방식이다, 배치처리, 사용된다, 온라인처리, 일괄처리, 일정량의, 즉각적인, 처리한다","다음 설명이 뜻하는 데이터 처리 유형은?  ""데이터를 일정 기간 모아 두었다가 한꺼번에 처리하는 방식으로, 급여 계산이나 월말 결산 등에 주로 사용된다."""
PRE-02-003,IN_SCOPE,0.237,0.237,데이터베이스 / 기초 개념,데이터 중복 (데이터 불일치),데이터 이해와 활용,데이터 & 데이터베이스 기초,데이터베이스의 이해,데이터베이스의 개념과 특징,데이터베이스의 개념과 특징,,"나머지는, 달라지는, 데이터가, 독립적인, 무엇이라, 문제점으로, 발생한다, 불일치가, 사용하기, 업데이트되지, 저장되어, 저장된다, 파일처리시스템은, 파일처리시스템의, 프로그램마다, 해결한다","파일처리시스템의 가장 큰 문제점으로, 같은 데이터가 여러 파일에 별도로 저장되어 내용이 서로 달라지는 현상을 무엇이라 하는가?"
PRE-02-004,IN_SCOPE,0.506,0.506,데이터베이스 / 기초 개념,공유,데이터 이해와 활용,데이터 & 데이터베이스 기초,데이터베이스의 이해,데이터베이스의 개념과 특징,데이터베이스의 개념과 특징,,"데이터라는, 데이터베이스를, 응용프로그램이, 프로그램이","데이터베이스의 4가지 핵심 특징인 통합 데이터, 저장 데이터, 운영 데이터, ( ) 데이터 중 빈칸에 들어갈 특징은?"
PRE-02-005,IN_SCOPE,0.559,0.559,데이터베이스 / 기초 개념,DBMS (데이터베이스 관리 시스템),데이터 이해와 활용,데이터 & 데이터베이스 기초,데이터베이스 시스템의 이해,"데이터베이스 시스템(DBS, Database System)의 개념과 구성요소","데이터베이스 시스템(DBS, Database System)의 개념과 구성요소",,"4요소로, mysql, oracle, server, 구성된다, 구성하는, 대표적이다, 소프트웨어, 소프트웨어로, 통제하는","DBS(Database System)를 구성하는 4가지 요소는 데이터베이스, 사용자, 데이터베이스 언어, 그리고 무엇인가?"
PRE-02-006,IN_SCOPE,0.235,0.235,데이터베이스 / 기초 개념,내부 스키마,데이터 이해와 활용,데이터 모델링 & ERD,데이터 모델링의 절차,데이터 모델링 단계,데이터 모델링 단계,,"3단계는, ansi-sparc, 데이터가, 독립성을, 독립성이라, 디스크에, 스키마는, 스키마와, 아키텍처에서, 저장되는지를, 정의하며, 표현하는",ANSI-SPARC 3단계 아키텍처에서 물리적 저장 구조(디스크)를 표현하는 스키마는 무엇인가?
PRE-02-007,IN_SCOPE,0.245,0.245,데이터베이스 / 기초 개념,논리적 데이터 독립성,데이터 이해와 활용,데이터 모델링 & ERD,데이터 모델링의 절차,데이터 모델링 단계,데이터 모델링 단계,,"독립성은, 무엇이라, 바뀌어도, 변경되어도, 사용자가, 성질이다, 스키마가, 스키마를, 스키마에",외부 스키마가 변경되어도 개념 스키마를 수정할 필요가 없는 성질을 무엇이라 하는가?
PRE-02-008,IN_SCOPE,0.396,0.396,데이터베이스 / 기초 개념,관계형 데이터베이스 (RDB),데이터 이해와 활용,데이터 & 데이터베이스 기초,데이터베이스의 종류,주요 데이터베이스 유형,주요 데이터베이스 유형,,"1970년대에, column, mysql, 기반으로, 릴레이션, 제품이다, 조회한다, 표현하고","E.F. Codd가 1970년대에 수학의 집합론을 기반으로 제안한 데이터베이스 모델로, 행(Row)과 열(Column)의 2차원 표 형태로 데이터를 저장하는 DB 유형은?"
PRE-02-009,IN_SCOPE,0.527,0.527,데이터베이스 / 기초 개념,객체관계형 데이터베이스 (ORDB),데이터 이해와 활용,데이터 모델링 & ERD,객체관계 데이터베이스,객체관계 데이터베이스(ORDB),객체관계 데이터베이스(ORDB),,"dbms, object-relational, 객체지향, 대부분의, 모델이다, 접목하여, 채택하고, 트랜잭션, 해당한다","기존 관계형 DB에 객체지향 개념(사용자 정의 타입·상속 등)을 접목하여 현재 Oracle, IBM DB2 등 대부분의 상용 DBMS가 채택하고 있는 DB 유형은?"
PRE-02-010,IN_SCOPE,0.390,0.390,데이터베이스 / 기초 개념,MMDB (Main Memory DataBase),데이터 이해와 활용,데이터 & 데이터베이스 기초,다양한 데이터베이스,메인 메모리 데이터베이스(MMDB),메인 메모리 데이터베이스(MMDB),,"database, main, memory, 데이터가, 데이터베이스에서, 무엇이라, 상주시켜, 올려두므로, 요구되는, 있으므로, 제공한다, 처리하는, 초고속으로, 필요하다, 활용된다",데이터베이스에서 데이터를 주 메모리(RAM)에 상주시켜 디스크 I/O 없이 초고속으로 처리하는 DB를 약자로 무엇이라 하는가?
PRE-02-011,IN_SCOPE,0.567,0.567,데이터베이스 / 데이터 모델링,개념적 → 논리적 → 물리적,데이터 이해와 활용,데이터 모델링 & ERD,데이터 모델링의 절차,데이터 모델링 단계,데이터 모델링 단계,,"결정한다, 나열하시오, 다이어그램으로, 변환하며, 엔터티와, 올바르게, 정의하고",데이터 모델링의 3단계 순서를 올바르게 나열하시오. (개념적 / 물리적 / 논리적)
PRE-02-012,IN_SCOPE,0.597,0.597,데이터베이스 / 데이터 모델링,개념적 모델링,데이터 이해와 활용,데이터 모델링 & ERD,데이터 모델링의 절차,데이터 모델링 단계,데이터 모델링 단계,,"관점에서, 다이어그램으로, 단계에서, 변환된다, 비즈니스, 사용된다, 소통하는, 엔터티와, 요구사항을, 전문가와, 제품이나, 표현하는, 하드웨어와",데이터 모델링 단계 중 특정 DBMS 제품이나 하드웨어와 무관하게 업무 관점에서 전체 데이터 구조를 표현하는 단계는?
PRE-02-013,IN_SCOPE,0.286,0.286,데이터베이스 / 데이터 모델링,정규화,데이터 이해와 활용,데이터 모델링 & ERD,데이터 모델링의 절차,데이터 모델링 단계,데이터 모델링 단계,,"bcnf, normalization, 과정이다, 관계이다, 단계에서, 무엇이라, 분해하는, 산출물은, 수행하는, 스키마와, 이상현상을, 작업으로, 제거하기, 테이블에서, 테이블을","논리적 모델링 단계에서 수행하는 핵심 작업으로, 데이터 중복과 이상현상을 제거하기 위해 테이블을 단계적으로 분해하는 과정을 무엇이라 하는가?"
PRE-02-014,IN_SCOPE,0.376,0.376,데이터베이스 / ER 모델,엔터티 (Entity),데이터 이해와 활용,데이터 모델링 & ERD,다양한 ER 표기법,엔터티(Entity),엔터티(Entity),,"가리키는, 다이어그램에서, 대상이다, 데이터베이스, 독립적으로, 사용되어야, 식별자가, 어커런스, 인스턴스, 존재하며, 존재해야, 직사각형으로, 표기한다","ER 다이어그램에서 '학생', '강의', '교수'처럼 데이터베이스에 저장할 대상(사물·개념·사건)을 가리키는 구성 요소는?"
PRE-02-015,IN_SCOPE,0.385,0.385,데이터베이스 / ER 모델,속성 (Attribute),데이터 이해와 활용,데이터 모델링 & ERD,다양한 ER 표기법,속성(Attribute),속성(Attribute),,"3가지로, column, 기본속성, 데이터베이스, 모델에서, 무엇이라, 분류된다, 설계속성, 엔터티가, 엔터티의, 테이블에서는, 특성이나, 파생속성, 해당한다","엔터티의 특징을 설명하는 속성들(예: 학생의 이름, 학번, 전공)을 ER 모델에서 무엇이라 하는가?"
PRE-02-016,IN_SCOPE,0.269,0.269,데이터베이스 / ER 모델,파생속성 (Derived Attribute),데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,속성의 분류,속성의 분류,,"계산되거나, 계산으로, 구해지는, 기본속성의, 데이터베이스, 무엇이라, 변환되어, 불필요한, 생년월일, 속성에서, 얻어지는, 있으므로, 컬럼으로, 파생속성은, 파생속성이다",다른 속성에서 계산되거나 변환되어 얻어지는 속성을 무엇이라 하는가? (예: 단가×수량으로 구해지는 총금액)
PRE-02-017,IN_SCOPE,0.514,0.514,데이터베이스 / ER 모델,기본(키) 엔터티,데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,엔터티의 분류,엔터티의 분류,,"기초적인, 데이터베이스, 무엇이라, 엔터티다, 엔터티를, 엔터티에서, 원래부터, 이로부터, 존재하며, 파생되어, 해당한다","엔터티를 발생 시점에 따라 분류할 때, 업무 자체에 원래부터 존재하며 다른 엔터티의 부모 역할을 하는 가장 기초적인 엔터티를 무엇이라 하는가?"
PRE-02-018,IN_SCOPE,0.520,0.520,데이터베이스 / ER 모델,"다(多, N)",데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,관계,관계,,"그려지는, 기호들의, 나타낸다, 데이터베이스, 의미한다, 조합으로, 직관적으로, 카디널리티는, 표기법에서, 표현한다","Crow's Foot 표기법에서 선 끝에 '까마귀 발(세 갈래 선)'이 그려지는 경우, 해당 관계의 카디널리티는?"
PRE-02-019,IN_SCOPE,0.504,0.504,데이터베이스 / ER 모델,인조 식별자,데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,식별자의 분류,식별자의 분류,,"대신하기, 데이터베이스, 무엇이라, 사용하는, 식별자다, 식별자를, 업무에는, 업무에서, 일련번호를, 주민등록번호처럼, 해당한다","식별자 분류 기준 중, 업무 속성 자체가 아닌 편의상 인위적으로 만들어 붙인 식별자(예: 일련번호)를 무엇이라 하는가?"
PRE-02-020,IN_SCOPE,0.252,0.252,데이터베이스 / ER 모델,식별자 관계,데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,식별자관계와 비식별자관계,식별자관계와 비식별자관계,,"identifying, non-identifying, relationship, 기본키를, 데이터베이스, 무엇이라, 복합키의, 사용하는, 엔터티가, 엔터티에서도, 엔터티의, 주식별자가, 주식별자의, 참조하는, 포함되는",부모 엔터티의 주식별자가 자식 엔터티에서도 주식별자의 일부로 포함되는 관계를 무엇이라 하는가?
PRE-02-021,IN_SCOPE,0.385,0.385,데이터베이스 / ER 모델,특수화 (Specialization),데이터 이해와 활용,데이터 모델링 & ERD,확장 ER(EER: Extended Entity-Relationship) 모델,일반화/특수화(Generalization/Specialization),일반화/특수화(Generalization/Specialization),,"개념에서, 과정이다, 구체적인, 데이터베이스, 모델에서, 무엇이라, 서브타입, 서브타입에서, 슈퍼타입, 슈퍼타입을, 엔터티로, 엔터티에서, 유형으로","EER 모델에서 '사람'이라는 상위 개념에서 '학생', '교수', '직원' 같은 하위 유형으로 나누는 과정을 무엇이라 하는가?"
PRE-02-022,IN_SCOPE,0.295,0.295,데이터베이스 / ER 모델,배타적 서브타입,데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,슈퍼타입과 서브타입,슈퍼타입과 서브타입,,"exclusive, inclusive, subtype, 계약직일, 관계에서, 데이터베이스, 무엇이라, 방식이다, 서브타입에만, 슈퍼타입, 인스턴스가, 정규직이면, 하나에만",슈퍼타입/서브타입 관계에서 한 인스턴스가 오직 하나의 서브타입에만 속할 수 있는 방식을 무엇이라 하는가?
PRE-02-023,IN_SCOPE,0.500,0.500,데이터베이스 / ER 모델,부채꼴 함정 (Fan Trap),데이터 이해와 활용,데이터 모델링 & ERD,또 다른 ERD 표기법: Crow's Foot Model,부채꼴 함정,부채꼴 함정,,"chasm, trap, 데이터를, 데이터베이스, 무엇이라, 추가하는, 해결책은","ERD 설계 오류 중, 지사→부서, 지사→직원 관계만 있고 직원→부서 관계가 빠져 '어느 직원이 어느 부서 소속인지' 알 수 없게 되는 함정을 무엇이라 하는가?"
PRE-02-024,IN_SCOPE,0.181,0.181,데이터베이스 / 관계형 DB,기본키 (Primary Key),데이터 이해와 활용,정규화 & 무결성,무결성과 키,키(Key),키(Key),,"alternate, null, primary, unique, 고유하게, 구별하는, 기본키이며, 나머지는, 데이터베이스, 데이터베이스에서, 레코드를, 무엇이라, 선택되지, 식별자다, 식별하는, 유일하게, 테이블에서, 테이블의",관계형 데이터베이스에서 테이블의 각 행(Row)을 고유하게 식별하는 속성 또는 속성의 조합을 무엇이라 하는가?
PRE-02-025,IN_SCOPE,0.227,0.227,데이터베이스 / 키와 무결성,슈퍼키,데이터 이해와 활용,정규화 & 무결성,무결성과 키,키(Key),키(Key),,"데이터베이스, 릴레이션에서, 만족하는, 만족하지, 불필요한, 속성들의, 유일하게, 집합으로, 집합이다, 최소성은, 최소성을","릴레이션에서 각 튜플을 유일하게 식별할 수 있는 속성 또는 속성들의 집합으로, 최소성은 만족하지 않아도 되는 키는 무엇인가?"
PRE-02-026,IN_SCOPE,0.311,0.311,데이터베이스 / 키와 무결성,외래키 (Foreign Key),데이터 이해와 활용,정규화 & 무결성,무결성과 키,무결성,무결성,,"foreign, null, 가리키는, 관계에서, 기본키를, 데이터베이스, 무엇이라, 속성으로, 속성이다, 연결하는, 외래키가, 외래키는, 위치한다, 제약이다, 존재하거나, 테이블에, 테이블의","다른 테이블의 기본키를 참조하는 속성으로, 두 테이블 간의 참조 관계를 연결하는 키를 무엇이라 하는가?"
PRE-02-027,IN_SCOPE,0.371,0.371,데이터베이스 / 키와 무결성,개체 무결성 (Entity Integrity),데이터 이해와 활용,정규화 & 무결성,무결성과 키,무결성,무결성,,"entity, integrity, null, 가능하도록, 기본키가, 데이터베이스, 무엇이라, 보장한다, 외래키가, 유일해야, 제약이다, 존재해야, 허용하지","무결성 제약 중, 기본키 값은 NULL이 될 수 없고 반드시 유일해야 한다는 규칙을 무엇이라 하는가?"
PRE-02-028,IN_SCOPE,0.419,0.419,데이터베이스 / 키와 무결성,참조 무결성 (Referential Integrity),데이터 이해와 활용,정규화 & 무결성,무결성과 키,무결성,무결성,,"cascade, delete, integrity, null, orphan, record, referential, 기본키가, 기본키에, 데이터베이스, 데이터베이스는, 발생한다, 보장한다, 옵션으로, 외래키가, 위반하면, 존재하거나, 존재해야","무결성 4가지(영역·키·개체·참조) 중, 외래키가 참조하는 기본키가 반드시 부모 테이블에 존재해야 한다는 규칙은?"
PRE-02-029,IN_SCOPE,0.708,0.708,데이터베이스 / 정규화,"삽입 이상, 삭제 이상, 수정(갱신) 이상",데이터 이해와 활용,정규화 & 무결성,정규화와 이상현상,이상 현상,이상 현상,,"갱신되어, 데이터도, 데이터베이스, 부작용이다, 속성값까지, 이상현상을, 테이블에서, 해결한다",정규화되지 않은 테이블에서 발생하는 3가지 이상현상을 모두 쓰시오.
PRE-02-030,IN_SCOPE,0.463,0.463,데이터베이스 / 정규화,삭제 이상 (Deletion Anomaly),데이터 이해와 활용,정규화 & 무결성,정규화와 이상현상,이상 현상,이상 현상,,"데이터가, 데이터베이스, 분리하여, 사라졌다, 삭제했더니, 유일하게, 이상현상을, 이상현상인가, 저장하면, 현상이다","아래 예는 어떤 이상현상인가?  ""특정 학생이 유일하게 수강 중인 과목 기록을 삭제했더니, 해당 과목 자체에 대한 정보(강의실, 담당 교수)도 함께 사라졌다."""
PRE-02-031,IN_SCOPE,0.526,0.526,데이터베이스 / 정규화,부분 함수 종속,데이터 이해와 활용,정규화 & 무결성,함수 종속성의 개념과 추론 규칙,함수 종속성,함수 종속성,,"dependency, functional, partial, 데이터베이스, 무엇이라, 분리한다, 제거하여, 종속성에서, 종속이다, 진부분집합으로도, 테이블로","함수 종속성에서 X → Y일 때, X 전체가 아니라 X의 일부만으로도 Y가 결정되는 종속 관계를 무엇이라 하는가?"
PRE-02-032,IN_SCOPE,0.352,0.352,데이터베이스 / 정규화,이행 함수 종속 (Transitive Functional Dependency),데이터 이해와 활용,정규화 & 무결성,정규화를 적용한 데이터베이스 설계,정규화,정규화,,"functional, transitive, transitivity, 간접적으로, 개념이다, 결정하고, 결정하는, 무엇이라, 분리한다, 성립하는, 암스트롱의, 제거하여",A → B이고 B → C이면 A → C가 성립하는 함수 종속 관계를 무엇이라 하는가?
PRE-02-033,IN_SCOPE,0.271,0.271,데이터베이스 / 정규화,모든 속성이 원자값(Atomic Value)을 가져야 한다.,데이터 이해와 활용,정규화 & 무결성,정규화를 적용한 데이터베이스 설계,정규화,정규화,,"atomic, value, 분리해야, 운영체제, 위반이다, 저장되어야, 정규화의, 조건이다, 해결하려면",정규화의 첫 번째 단계(1NF)의 조건은 무엇인가?
PRE-02-034,IN_SCOPE,0.445,0.445,데이터베이스 / 정규화,2차 정규형 (2NF),데이터 이해와 활용,정규화 & 무결성,정규화를 적용한 데이터베이스 설계,정규화,정규화,,"1nf를, 2nf도, 기본키가, 기본키의, 만족하는, 만족하면, 만족하면서, 만족한다, 분리한다, 속성이면, 자동으로, 정규형은, 조건이다, 종속되어야",1NF를 만족하는 상태에서 부분 함수 종속을 제거한 정규형은?
PRE-02-035,IN_SCOPE,0.438,0.438,데이터베이스 / 정규화,3차 정규형 (3NF),데이터 이해와 활용,정규화 & 무결성,정규화를 적용한 데이터베이스 설계,정규화,정규화,,"2nf를, 결정되는, 만족하는, 만족하면서, 분리한다, 정규형은, 학과사무실, 학과사무실을",2NF를 만족하는 상태에서 이행 함수 종속을 제거한 정규형은?
PRE-02-036,IN_SCOPE,0.485,0.485,데이터베이스 / 정규화,"BCNF (Boyce-Codd Normal Form, 보이스-코드 정규형)",데이터 이해와 활용,정규화 & 무결성,정규화를 적용한 데이터베이스 설계,정규화,정규화,,"3nf를, 3nf보다, 3nf에서, 강력하지만, 만족해도, 아니라는, 위반한다, 정규형은, 후보키여야","3NF에서 한 걸음 더 나아가, 모든 결정자가 반드시 후보키여야 한다는 더 엄격한 정규형은?"
PRE-02-037,IN_SCOPE,0.501,0.501,데이터베이스 / 정규화,"다치 종속 (MVD, Multi-Valued Dependency)",데이터 이해와 활용,정규화 & 무결성,정규화를 적용한 데이터베이스 설계-(5차 정규화),5차 정규화,5차 정규화,,"4nf는, 4nf에서, multi-valued, 결정하는, 기본키가, 독립적인, 무엇이라, 유형으로, 제거하는, 제거한다, 존재하는, 표기한다","4NF에서 제거하는 종속 유형으로, 기본키가 아닌 두 개 이상의 독립적인 다중값 속성이 존재하는 종속을 무엇이라 하는가?"
PRE-02-038,IN_SCOPE,0.274,0.274,데이터베이스 / 정규화,"반정규화 (역정규화, Denormalization)",데이터 이해와 활용,정규화 & 무결성,반(역)정규화,밴(역)정규화의 개념 및 절차,밴(역)정규화의 개념 및 절차,,"denormalization, 과도하게, 기법이다, 높이지만, 데이터를, 데이터베이스, 무엇이라, 역정규화, 완화하여, 의도적으로, 정규화된, 증가한다는, 진행되어, 추가하는, 트레이드오프가, 합치거나, 허용으로","정규화가 과도하게 진행되어 테이블이 너무 많이 쪼개진 경우, 성능 향상을 위해 의도적으로 정규화 규칙을 완화하여 테이블을 합치는 기법을 무엇이라 하는가?"
PRE-02-039,IN_SCOPE,0.783,0.783,데이터베이스 / 정규화,"재귀성, 부가성, 이행성",데이터 이해와 활용,정규화 & 무결성,함수 종속성의 개념과 추론 규칙,암스트롱의 추론 규칙,암스트롱의 추론 규칙,,"3가지는, 3가지를, armstrong, 규칙에서, 나열하시오, 데이터베이스, 파생된다",암스트롱의 추론 규칙 중 기본 규칙 3가지를 모두 나열하시오.
PRE-02-040,IN_SCOPE,0.323,0.323,데이터베이스 / 관계형 DB,"셀렉트 (Select, σ)",데이터 이해와 활용,SQL & 데이터베이스 구축,일반집합연산 및 순수관계연산,순수관계연산,순수관계연산,,"where, 관계대수에서, 부분집합, 추출하는, 추출하며, 추출한다, 테이블에서, 해당한다",관계대수에서 테이블에서 조건에 맞는 특정 '행(투플)'만 추출하는 단항 연산은?
PRE-02-041,IN_SCOPE,0.320,0.320,데이터베이스 / 관계형 DB,"프로젝트 (Project, π)",데이터 이해와 활용,SQL & 데이터베이스 구축,일반집합연산 및 순수관계연산,순수관계연산,순수관계연산,,"관계대수에서, 나열하는, 동일하다, 부분집합, 연산이다, 자동으로, 제거된다, 추출하는, 컬럼명만, 테이블에서",관계대수에서 테이블에서 원하는 특정 '열(속성)'만 추출하는 단항 연산은?
PRE-02-042,IN_SCOPE,0.468,0.468,데이터베이스 / 관계형 DB,"조인 (Join, ⋈)",데이터 이해와 활용,SQL & 데이터베이스 구축,일반집합연산 및 순수관계연산,순수관계연산,순수관계연산,,"결합하여, 관계대수, 세분화된다, 연결하는, 연산이다, 테이블을, 해당한다",두 릴레이션에서 공통 속성을 기준으로 조건에 맞는 투플을 결합하여 새 릴레이션을 만드는 이항 관계대수 연산은?
PRE-02-043,IN_SCOPE,0.374,0.374,데이터베이스 / 관계형 DB,"카티션 프로덕트 (Cartesian Product, ×)",데이터 이해와 활용,SQL & 데이터베이스 구축,일반집합연산 및 순수관계연산,일반집합연산,일반집합연산,,"from, where, 나열하면, 발생한다, 생성하여, 생성한다, 프로덕트가","일반집합 연산 4가지(합집합·교집합·차집합·카티션 프로덕트) 중, 두 릴레이션의 모든 투플 조합을 생성하여 결과 투플 수가 R × S가 되는 연산은?"
PRE-02-044,IN_SCOPE,0.525,0.525,데이터베이스 / SQL DDL,데이터 정의어 (Data Definition Language),데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 정의어(DDL: Data Definition Language),데이터 정의어의 종류,데이터 정의어의 종류,,"commit, 명령어는, 의미하는, 이름변경, 자동으로, 정의하는, 집합이다, 풀어쓰시오, 한국어로",DDL이 의미하는 것을 한국어로 풀어쓰시오.
PRE-02-045,IN_SCOPE,0.332,0.332,데이터베이스 / SQL DDL,CREATE,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 정의어(DDL: Data Definition Language),데이터 정의어의 종류,데이터 정의어의 종류,,"char, null, table, varchar, 명령어는, 명령이다, 생성하는, 정의한다, 테이블을","다음 SQL의 빈칸에 들어갈 DDL 명령어는? ```sql ( ) TABLE 학생 (   학번 CHAR(8) PRIMARY KEY,   이름 VARCHAR(20) NOT NULL ); ```"
PRE-02-046,IN_SCOPE,0.366,0.366,데이터베이스 / SQL DDL,ALTER,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 정의어(DDL: Data Definition Language),데이터 정의어의 종류,데이터 정의어의 종류,,"column, modify, table, 데이터를, 명령어는, 명령이다, 변경하는, 변경한다, 사용하는, 사용한다, 스키마만, 유지하면서, 존재하는, 테이블에",이미 존재하는 테이블에 새 컬럼을 추가하거나 기존 컬럼의 타입을 변경할 때 사용하는 DDL 명령어는?
PRE-02-047,IN_SCOPE,0.350,0.350,데이터베이스 / SQL DDL,DROP,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 정의어(DDL: Data Definition Language),데이터 정의어의 종류,데이터 정의어의 종류,,"commit, rollback, table, truncate, 데이터를, 데이터만, 명령어는, 불가능하다, 삭제하여, 삭제한다, 영구적으로, 유지하면서",테이블 구조와 데이터를 모두 완전히 삭제하여 복구할 수 없게 만드는 DDL 명령어는?
PRE-02-048,IN_SCOPE,0.290,0.290,데이터베이스 / SQL DDL,FOREIGN KEY,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 정의어(DDL: Data Definition Language),데이터 정의어의 종류,데이터 정의어의 종류,,"delete, references, table, 기본키를, 기본키에, 무결성을, 보장한다, 삭제된다, 설정하기, 자동으로, 제약조건, 존재해야, 지정하는, 참조하는, 추가하면, 키워드는, 학과코드",CREATE TABLE 시 참조 무결성을 설정하기 위해 다른 테이블의 기본키를 참조하는 컬럼에 지정하는 제약조건 키워드는?
PRE-02-049,IN_SCOPE,0.308,0.308,데이터베이스 / SQL DDL,CASCADE CONSTRAINT (또는 CASCADE),데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 정의어(DDL: Data Definition Language),데이터 정의어의 종류,데이터 정의어의 종류,,"table, 발생한다, 삭제하여, 제약조건까지, 참조하는, 테이블을",DROP TABLE에서 참조 관계(외래키)가 있어도 강제로 삭제할 수 있도록 연관된 제약조건까지 함께 삭제하는 옵션은?
PRE-02-050,IN_SCOPE,0.514,0.514,데이터베이스 / SQL DML,데이터 조작어 (Data Manipulation Language),데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 조작어(DML: Data Manipulation Language),DML 기본 연산,DML 기본 연산,,"4가지는, rollback, 가능하다, 명령어다, 실행되어, 의미하는, 트랜잭션, 풀어쓰시오, 한국어로",DML이 의미하는 것을 한국어로 풀어쓰시오.
PRE-02-051,IN_SCOPE,0.372,0.372,데이터베이스 / SQL DML,WHERE,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 조작어(DML: Data Manipulation Language),DML 그룹 연산,DML 그룹 연산,,"관계대수의, 대응한다, 사용해야, 적용되며, 지정한다, 집계함수, 필터링하는, 해당하는","다음 SELECT 문에서 조건에 해당하는 절의 이름은? ```sql SELECT 이름, 학과 FROM 학생 ( ) 학년 = 3; ```"
PRE-02-052,IN_SCOPE,0.432,0.432,데이터베이스 / SQL DML,INSERT,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 조작어(DML: Data Manipulation Language),DML 기본 연산,DML 기본 연산,,"null, 누락하면, 명령어는, 발생한다, 사용한다, 삽입하는, 생략하면, 순서대로, 입력해야, 형식으로",테이블에 새로운 행(레코드)을 삽입하는 DML 명령어는?
PRE-02-053,IN_SCOPE,0.438,0.438,데이터베이스 / SQL DML,모든 행(레코드)의 학년이 4로 변경된다.,데이터 이해와 활용,SQL & 데이터베이스 구축,데이터 조작어(DML: Data Manipulation Language),DML 기본 연산,DML 기본 연산,,"마찬가지로, 발생하는가, 변경된다, 삭제된다, 실행하면, 있으므로, 적용된다, 주의해야, 지정하지, 테이블명에서",다음 SQL에서 WHERE 절 없이 실행할 경우 어떤 일이 발생하는가? ```sql UPDATE 학생 SET 학년 = 4; ```
